numasuite_sku,current_shopify_sku,proposed_sku,match_method,confidence,numasuite_title,shopify_title,numasuite_ean,shopify_barcode,needs_review,review_reason
182700001/0,JR-AFC0014,182700001/0,tfidf+rapidfuzz,69.61,ANTI-SCALP WHEEL D=100mm,Chainsaw Chain Grinding Wheel Stone 100mm x 22mm x 3.2mm - JR-AFC0014,,3760011420163,yes,no NumaSuite EAN; title score 69.6 < 85.0
18318025,TG561-SWT,18318025,tfidf+rapidfuzz,33.0,BELT - FTDT511ZT,Spectrum TG561-SWT Self Propelled Wheeled Trimmer,,5065022450511,yes,no NumaSuite EAN; title score 33.0 < 85.0
18319001,HY-M3300E,18319001,tfidf+rapidfuzz,82.08,Rear wheel set,Hyundai 1200w/33cm 3-in-1 Electric 4-Wheel Rear-Roller Lawnmower | HYM3300E,,5056275757977,yes,no NumaSuite EAN; title score 82.1 < 85.0
18320015,ACC-DEFL-84CM,18320015,tfidf+rapidfuzz,43.72,STARTER MOTOR,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 43.7 < 85.0
18320036,JR-AFC0024,18320036,tfidf+rapidfuzz,75.74,SPRING KIT,SHARPENING KIT,,3760011420279,yes,no NumaSuite EAN; title score 75.7 < 85.0
18323003,R-RTN631,18323003,tfidf+rapidfuzz,72.32,CLUTCH CABLE,Stiga Twinclip 55 SH BBC Self-Propelled Lawnmower with Blade-Brake Clutch,,,yes,no NumaSuite EAN; title score 72.3 < 85.0
18348005,RAC-2024000,18348005,tfidf+rapidfuzz,89.86,"CHARGER FOR FEIDER, CHIPPERFIELD AND RACING COMPACT RIDERS","Battery Charger - for Feider, Racing & Chipperfield Compact Ride-Ons | 20244000",,3664142304159,yes,no NumaSuite EAN
18352043,JR-FAA0004,18352043,tfidf+rapidfuzz,97.0,AIR FILTER,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN
18352050,SVC-PUNCTURE-PREV,18352050,tfidf+rapidfuzz,40.21,BELT TENSIONING PLATE,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 40.2 < 85.0
18352052,2T0980473/C22,18352052,tfidf+rapidfuzz,37.05,STEERING COLUMN COWLING,Castel Garden PTX 210 HD Rear-Collect V-Twin Garden Tractor with Hydrostatic Drive,,8008984851672,yes,no NumaSuite EAN; title score 37.1 < 85.0
18353002,19158015,18353002,tfidf+rapidfuzz,61.33,MOWING BELT FITS FRT75BS125,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 61.3 < 85.0
184109500/0,17338046,184109500/0,tfidf+rapidfuzz,57.5,WINGED BLADE 72CM/28INCH,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 57.5 < 85.0
184109505/0,OLY-66-812,184109505/0,tfidf+rapidfuzz,57.93,WINGED BLADE L=651MM - 66RDB - 827H,Roughneck 30cm Bow Hacksaw with Additional HSS Blade | 66-812,,0025997668125,yes,no NumaSuite EAN; title score 57.9 < 85.0
184996400,STIG-2F5820245/ST1,184996400,tfidf+rapidfuzz,53.97,COUNTAX PGC LIFT LEVER GRIP    (148996400),Stiga Park 300 LC Front-Cut Ride-On Lawnmower (Inc. 85cm Manual-Lift Deck),,0,yes,no NumaSuite EAN; title score 54.0 < 85.0
19050009,JR-FAA0004,19050009,tfidf+rapidfuzz,97.0,AIR FILTER,AIR FILTER BR690610 498596 697029,,3760011421443,yes,no NumaSuite EAN
19050019,DEMKIT,19050019,tfidf+rapidfuzz,56.33,SPRING KIT    FTDTR5220,JR 8-Piece Demolition Kit | DEMKIT,,3661602041210,yes,no NumaSuite EAN; title score 56.3 < 85.0
19050020,JR-LAN0004,19050020,tfidf+rapidfuzz,97.0,RECOIL,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN
19051004,HAY-LAWNMOWER-COVER,19051004,tfidf+rapidfuzz,73.43,BELT COVER,Hayter Lawnmower Cover,,,yes,no NumaSuite EAN; title score 73.4 < 85.0
19051005,ACC-DEFL-84CM,19051005,tfidf+rapidfuzz,33.29,BELT V10 X 816 - FTDTR5220,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 33.3 < 85.0
19051007,HAN-THGR,19051007,tfidf+rapidfuzz,57.62,40 Links Transmission Chain - FTDTR ROLLER MODELS,The Handy TH-GR Garden Roller,,5060012803230,yes,no NumaSuite EAN; title score 57.6 < 85.0
19051011,SVC-PUNCTURE-PREV,19051011,tfidf+rapidfuzz,38.02,GEARBOX TENSION BRACKET,Pre-delivery Puncture Prevention Service,,,yes,no NumaSuite EAN; title score 38.0 < 85.0
19051013,R-RTN631,19051013,tfidf+rapidfuzz,72.32,CLUTCH CABLE,Stiga Twinclip 55 SH BBC Self-Propelled Lawnmower with Blade-Brake Clutch,,,yes,no NumaSuite EAN; title score 72.3 < 85.0
19051015,19158015,19051015,tfidf+rapidfuzz,56.46,THROTTLE CABLE   FITS TR4870,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 56.5 < 85.0
19051024,FELPRO25,19051024,tfidf+rapidfuzz,74.06,LOCKING HANDLE KIT,Feider PRO 25 Top-Handle Petrol Arborist's Chainsaw Kit (25cm Guide Bar),,,yes,no NumaSuite EAN; title score 74.1 < 85.0
19051027,SIM-1696374,19051027,tfidf+rapidfuzz,97.0,BLADE,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN
19051033,HAY-LAWNMOWER-COVER,19051033,tfidf+rapidfuzz,70.93,RIGHT COVER,Hayter Lawnmower Cover,,,yes,no NumaSuite EAN; title score 70.9 < 85.0
19051034,HAY-LAWNMOWER-COVER,19051034,tfidf+rapidfuzz,73.43,LEFT COVER,Hayter Lawnmower Cover,,,yes,no NumaSuite EAN; title score 73.4 < 85.0
19052000,DCT38H,19052000,tfidf+rapidfuzz,66.83,DRIVE FOR TR4870,"Spectrum DCT38H 38"" Lawn Tractor with Hydrostatic Drive",,5065022450528,yes,no NumaSuite EAN; title score 66.8 < 85.0
C-19052001,LPW1600,C-19052001,tfidf+rapidfuzz,35.4,NOW USE 19052001,"Spectrum LPW1600 Electric Pressure Washer — 1600W, 130 Bar",,5065022450726,yes,no NumaSuite EAN; title score 35.4 < 85.0
19052003,17338046,19052003,tfidf+rapidfuzz,52.98,BELT 9.5 X 760 FITS FTDTR4870,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 53.0 < 85.0
19052005,SIM-1696374,19052005,tfidf+rapidfuzz,97.0,BLADE,Mulch Ninja Blade Kit,,,yes,no NumaSuite EAN
19067011,OIL-2STOKE500ML,19067011,tfidf+rapidfuzz,54.56,OIL DIPSTICK - FAST175,500ml 2-Stroke Semi-Synthetic Oil,,,yes,no NumaSuite EAN; title score 54.6 < 85.0
1911-9291-01,STIG-1911-9291-01,1911-9291-01,tfidf+rapidfuzz,97.0,STIGA 15M POWER CABLE,Stiga 15m Power Cable for Mains-Electric Scarifiers/Aerators | 1911-9291-01,,,yes,no NumaSuite EAN
19157043,FD-FT200,19157043,tfidf+rapidfuzz,64.78,BELT COVER FEIDER,Feider FT200 Scythe-Bar Mower,,3661602025913,yes,no NumaSuite EAN; title score 64.8 < 85.0
19157058,FELPRO25,19157058,tfidf+rapidfuzz,80.19,LOWER HANDLE FEIDER,Feider PRO 25 Top-Handle Petrol Arborist's Chainsaw Kit (25cm Guide Bar),,,yes,no NumaSuite EAN; title score 80.2 < 85.0
C-19157065,17338046,C-19157065,tfidf+rapidfuzz,70.97,BLADE 460MM X 57MM FEIDER,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 71.0 < 85.0
19157074,19158015,19157074,tfidf+rapidfuzz,55.94,BLADE BOSS - FTDT4640ES,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 55.9 < 85.0
19158010,HAY-LAWNMOWER-COVER,19158010,tfidf+rapidfuzz,73.43,BELT COVER,Hayter Lawnmower Cover,,,yes,no NumaSuite EAN; title score 73.4 < 85.0
19158017,FAJ130,19158017,tfidf+rapidfuzz,56.25,SIDE EJECT FLAP,Feider Legacy 'Pent' Metal Garden Shed  1.3 m² - One side roof ( FAJ130),,3661602026347,yes,no NumaSuite EAN; title score 56.2 < 85.0
19168029,STIG-PIVOT-WHEELS-130H-SWEEPER,19168029,tfidf+rapidfuzz,77.02,FRONT WHEEL    FAST175,Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),,,yes,no NumaSuite EAN; title score 77.0 < 85.0
19170014,STIG-287110102/ST2,19170014,tfidf+rapidfuzz,59.84,GEARBOX AND DRIVE SHAFT - FAST175T,Stiga GT 330 A Curved-Shaft Petrol Grass-Trimmer,,8008984853379,yes,no NumaSuite EAN; title score 59.8 < 85.0
19170017,STIG-2F7064705/ST1,19170017,tfidf+rapidfuzz,55.91,DRIVE BELT - FAST175T,Stiga Gyro 900e ‘Drive-by-Wire’ Electric Battery-Powered Axial Ride-On Lawnmower,,8008984853126,yes,no NumaSuite EAN; title score 55.9 < 85.0
19171000,TG561-SWT,19171000,tfidf+rapidfuzz,35.58,SAFETY SWITCH,Spectrum TG561-SWT Self Propelled Wheeled Trimmer,,5065022450511,yes,no NumaSuite EAN; title score 35.6 < 85.0
19192000,CS-3410,19192000,tfidf+rapidfuzz,40.48,FFT200 CONTROL CABLE,Echo CS-3410 Petrol 2-Stroke Chainsaw,,,yes,no NumaSuite EAN; title score 40.5 < 85.0
19192001,CC-XM3ER53,19192001,tfidf+rapidfuzz,59.45,Clutch cable FFT200,Cub Cadet XM3ER53 3-in-1 Variable-Speed Petrol Lawnmower with Blade-Brake Clutch,,4008423891966,yes,no NumaSuite EAN; title score 59.4 < 85.0
19193002,SBS220CHM-KIT,19193002,tfidf+rapidfuzz,30.85,BELT - FFT200,Spectrum SBS220CHM 22cm Cordless Handy Mower — Complete Kit (2.0Ah Battery + Charger),,5061122340141,yes,no NumaSuite EAN; title score 30.8 < 85.0
19197015,C-HRTF220,19197015,tfidf+rapidfuzz,91.53,REAR WHEEL FEIDER,Feider HRTF220 Pro Two-Wheel Rear-Tine Rotary Cultivator,,3661602049346,yes,no NumaSuite EAN
19197030,STIG-PIVOT-WHEELS-130H-SWEEPER,19197030,tfidf+rapidfuzz,69.61,FRONT WHEEL FBAE200 74MM,Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),,,yes,no NumaSuite EAN; title score 69.6 < 85.0
19242004,2T2010483/M25,19242004,tfidf+rapidfuzz,33.12,IGNITION COIL    FBT70,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 33.1 < 85.0
19248001,17338046,19248001,tfidf+rapidfuzz,74.23,FUEL CAP     FITS RACING,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 74.2 < 85.0
1925004,R210,1925004,tfidf+rapidfuzz,37.65,IGNITION COIL,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 37.6 < 85.0
19303009,SBS240CPHT-KIT,19303009,tfidf+rapidfuzz,57.67,Complete Carburetor - FTDT5070,Spectrum SBS240CPHT 40V Cordless Pole Hedge Trimmer — Complete Kit (4.0Ah Battery + Fast Charger),,5061122340172,yes,no NumaSuite EAN; title score 57.7 < 85.0
19303010,GC-SC4240P-RTN,19303010,tfidf+rapidfuzz,36.72,LAUNCHER BELL,Einhell GC-SC 4240-P Petrol Lawn Scarifier - Refurbished,,4006825638073,yes,no NumaSuite EAN; title score 36.7 < 85.0
19303024,TG561-SWT,19303024,tfidf+rapidfuzz,42.85,PRIMER BULB - FTDT5096,Spectrum TG561-SWT Self Propelled Wheeled Trimmer,,5065022450511,yes,no NumaSuite EAN; title score 42.8 < 85.0
19304001,SBSCSC,19304001,tfidf+rapidfuzz,32.55,OPC CABLE FTDT5070,Spectrum SBSCSC 40V Fast Battery Charger (2A),,5065022450696,yes,no NumaSuite EAN; title score 32.6 < 85.0
19353000,STIG-BEACON-13-7933-11,19353000,tfidf+rapidfuzz,50.55,FIXING KIT FTDT5096,Stiga Titan Beacon Light Kit  (13-7933-11),,,yes,no NumaSuite EAN; title score 50.6 < 85.0
19354000,EF-KA25,19354000,tfidf+rapidfuzz,50.55,FIXING KIT FTDT5070,Efco KA25 Vacuum Kit - for SA2500 Leaf Blower,,0000000000000,yes,no NumaSuite EAN; title score 50.6 < 85.0
196-398-000,MTD-OEM-190-180A,196-398-000,tfidf+rapidfuzz,84.47,LAWNFLITE / CUB CADET TOW BAR,MTD/Lawnflite/Cub Cadet Twin-Bag Collector (OEM-190-180A),,4008423815849,yes,no NumaSuite EAN; title score 84.5 < 85.0
19A30018100,EPB-19A30018100,19A30018100,tfidf+rapidfuzz,98.5,CUB CADET TRIPLE BAG COLLECTOR FOR XT3QS127 & XT3QS137,Cub Cadet Triple-Bag Collector - for XT3QS127 & XT3QS137 (19A30018100),,,yes,no NumaSuite EAN
1E34F.11G,JR-LAN0004,1E34F.11G,tfidf+rapidfuzz,70.54,RECOIL STARTER -                               FITS DM26PB,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 70.5 < 85.0
1E34F.9.1,STIG-278131808/St1,1E34F.9.1,tfidf+rapidfuzz,59.6,FUEL TANK -                                           FITS DM26H / L/ C,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 59.6 < 85.0
1E34F.F13,STIG-278131808/St1,1E34F.F13,tfidf+rapidfuzz,58.61,CARBURETTOR -                                                FITS DM26PBV,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 58.6 < 85.0
1E34FB.4.1-2,STIG-278131808/St1,1E34FB.4.1-2,tfidf+rapidfuzz,52.2,MAGNETO -                                                      FITS DM26PBV,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 52.2 < 85.0
20000036A,JR-FAA001,20000036A,tfidf+rapidfuzz,73.15,AIR FILTER ASSY -                        FITS TG46S / TG46SE,AIR FILTER JR-FAA001,,,yes,no NumaSuite EAN; title score 73.1 < 85.0
20059011,JR-LAN0004,20059011,tfidf+rapidfuzz,69.38,EZN2200-UK HANDLE GUN,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN; title score 69.4 < 85.0
20072017,19158015,20072017,tfidf+rapidfuzz,55.58,BELT                [FITS TR4870],Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 55.6 < 85.0
20072029,DDS016,20072029,tfidf+rapidfuzz,65.36,BLADE 420MM X 57MM,80 Tooth Metal Brushcutter-Blade -  25.5cm x 1.9mm -  JR DDS016,,,yes,no NumaSuite EAN; title score 65.4 < 85.0
20072038,FD-FAST175PED,20072038,tfidf+rapidfuzz,75.36,GRASS COLLECTOR FRAME FEIDER,Feider FAST175P Push Wheeled Garden Vacuum Leaf Collector (Ex-Demo / Serviced),,3661602025692,yes,no NumaSuite EAN; title score 75.4 < 85.0
20072039,FD-FAST175PED,20072039,tfidf+rapidfuzz,77.52,GRASS COLLECTOR BAG FEIDER,Feider FAST175P Push Wheeled Garden Vacuum Leaf Collector (Ex-Demo / Serviced),,3661602025692,yes,no NumaSuite EAN; title score 77.5 < 85.0
20072040,STIG-278131808/St1,20072040,tfidf+rapidfuzz,71.9,CHARGER   FITS FTDTR4240ES,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 71.9 < 85.0
20072049,SBSCDC,20072049,tfidf+rapidfuzz,35.82,BRIMBER BULB - FTDTR4240,Spectrum SBSCDC 40V Dual Battery Charger (2A Fast Charge),,5065022450702,yes,no NumaSuite EAN; title score 35.8 < 85.0
201026,STIG-107CM-RUB-SCRAPER,201026,tfidf+rapidfuzz,60.1,HAYTER HARRIER 41 BLADE,Stiga Rubber Scraper Bar for 107cm Snow Blade | 13-3904-61,,7313321307714,yes,no NumaSuite EAN; title score 60.1 < 85.0
211360043/M20,MF-MANOR-COMPACT-36,211360043/M20,tfidf+rapidfuzz,84.28,MANOR COMPACT 36 V TILLER,Mountfield Manor Compact 36 V Petrol Front-Tine Cultivator,,8008984618893,yes,no NumaSuite EAN; title score 84.3 < 85.0
211400248/ST1,STIG-211400248/ST1,211400248/ST1,tfidf+rapidfuzz,100.0,STIGA SVP 40 G PETROL SCARIFIER,Stiga SVP 40 G Petrol Scarifier,,8008984838482,yes,no NumaSuite EAN
21252024,19158015,21252024,tfidf+rapidfuzz,72.92,BLADE   FITS RAC5675ES,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 72.9 < 85.0
21252028,19158015,21252028,tfidf+rapidfuzz,56.35,BELT   FITS RAC5675ES,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 56.3 < 85.0
21295000,STIG-278131808/St1,21295000,tfidf+rapidfuzz,54.09,HOSE FITS FNHPT240,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 54.1 < 85.0
21313002,RB-EC20,21313002,tfidf+rapidfuzz,71.24,CHARGER FOR RAC62PR,Redback 40v Quick Battery Charger | EC20,,6945372101198,yes,no NumaSuite EAN; title score 71.2 < 85.0
21344001,1330M-XDISP,21344001,tfidf+rapidfuzz,37.4,COIL & LEAD,Mountfield T30M Rear-Collect Lawn Tractor with Manual Drive - Ex Demo,,8008984869042,yes,no NumaSuite EAN; title score 37.4 < 85.0
21344009,JR-LAN0004,21344009,tfidf+rapidfuzz,97.0,RECOIL,RECOIL HANDLE,,3760011422327,yes,no NumaSuite EAN
21361000,JR-TFN046,21361000,tfidf+rapidfuzz,57.58,Blade engagement lever (62PR),Replacement Blade (for TFN047 Line-Head) -JR TFN046,,3760011424703,yes,no NumaSuite EAN; title score 57.6 < 85.0
213851142/ST1,STIG-213851142/ST1,213851142/ST1,tfidf+rapidfuzz,100.0,STIGA SRC 685 RG PETROL FRONT TINE TILLER,Stiga SRC 685 RG Petrol Front-Tine Tiller,,8008984813960,yes,no NumaSuite EAN
2157,FAA008,2157,tfidf+rapidfuzz,83.77,BRIGGS & STRATTON QUANTUM AIR FILTER,Lawn Mower Air Filter -  JR Spares - JR-FAA0008 fits Briggs and Stratton,,3760011421481,yes,no NumaSuite EAN; title score 83.8 < 85.0
219000080/15,STIG-219000080/15,219000080/15,tfidf+rapidfuzz,92.8,STIGA TYRE KIT FOR SRC 685 RG FRONT TINE TILLER,Stiga Tyres Kit for SRC 685 RG Front-Tine Tiller | 219000080/15,,8008984633995,yes,no NumaSuite EAN
219000120/18,STIG-219000120/18,219000120/18,tfidf+rapidfuzz,98.5,STIGA HALF SIDE PLOUGH FOR SRC 685 RG FRONT TINE TILLER,Stiga Half Side Plough for SRC 685 RG Front-Tine Tiller | 219000120/18,,8008984825437,yes,no NumaSuite EAN
219000130/18,STIG-219000130/18,219000130/18,tfidf+rapidfuzz,98.5,STIGA DOUBLE SIDE PLOUGH FOR SRC 685 RG FRONT TINE TILLER,Stiga Double Side Plough for SRC 685 RG Front-Tine Tiller | 219000130/18,,8008984825444,yes,no NumaSuite EAN
219000140/18,STIG-219000140/18,219000140/18,tfidf+rapidfuzz,98.5,STIGA IRON WHEELS KIT FOR SRC 685 RG FRONT TINE TILLER,Stiga Iron Wheels Kit for SRC 685 RG Front-Tine Tiller | 219000140/18,,8008984825659,yes,no NumaSuite EAN
22220001,FD-FCBE350,22220001,tfidf+rapidfuzz,83.29,GRASS BAG FEIDER,Feider FCBE350 Electric Grass-Trimmer,,3661602026163,yes,no NumaSuite EAN; title score 83.3 < 85.0
22220010,17338046,22220010,tfidf+rapidfuzz,55.17,STEERING EYELETS    FITS RACT90EA,"Lawnmower Blade - 50.2cm | Fits Feider & Racing 20"" Models",,3664142164166,yes,no NumaSuite EAN; title score 55.2 < 85.0
22220011,STIG-278131808/St1,22220011,tfidf+rapidfuzz,60.43,TRACK ROD   FITS RACT90EA,Stiga Fast Charger | Fits E-Ride Models,,,yes,no NumaSuite EAN; title score 60.4 < 85.0
22220025,RAC-2024000,22220025,tfidf+rapidfuzz,61.9,BATTERY FITS RACT90EA,"Battery Charger - for Feider, Racing & Chipperfield Compact Ride-Ons | 20244000",,3664142304159,yes,no NumaSuite EAN; title score 61.9 < 85.0
22220037,ACC-DEFL-84CM,22220037,tfidf+rapidfuzz,40.26,STEERING COLUMN RACT90EA,Rear Deflector Flor 84cm Mountfield/Stiga Tractors,,,yes,no NumaSuite EAN; title score 40.3 < 85.0
22220040,STIG-PIVOT-WHEELS-130H-SWEEPER,22220040,tfidf+rapidfuzz,60.64,STEERING WHEEL      FITS RACT90EA,Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),,,yes,no NumaSuite EAN; title score 60.6 < 85.0
22220045,19158015,22220045,tfidf+rapidfuzz,51.23,RACK AND PINION   FITS RACT90EA,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 51.2 < 85.0
22220046,2T2010483/M25,22220046,tfidf+rapidfuzz,58.54,RACT90EA DRIVE BELT,Mountfield T30M Gear Drive 2-in-1 Lawn Tractor,,8008984869042,yes,no NumaSuite EAN; title score 58.5 < 85.0
2222CB,19158015,2222CB,tfidf+rapidfuzz,54.59,CUTTING BELT  FITS RACT90EA,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 54.6 < 85.0
22262005,RAC-2024000,22262005,tfidf+rapidfuzz,54.49,Seat 500mm Height 390mm Width 450mm FEIDER,"Battery Charger - for Feider, Racing & Chipperfield Compact Ride-Ons | 20244000",,3664142304159,yes,no NumaSuite EAN; title score 54.5 < 85.0
22262032,FMTC100,22262032,tfidf+rapidfuzz,61.38,On/off contactor 120mm FEIDER,Feider FMTC100 Petrol Front-Tine Tiller,,3661602028419,yes,no NumaSuite EAN; title score 61.4 < 85.0
22262035,RAC-2024000,22262035,tfidf+rapidfuzz,64.63,DASHBOARD FEIDER,"Battery Charger - for Feider, Racing & Chipperfield Compact Ride-Ons | 20244000",,3664142304159,yes,no NumaSuite EAN; title score 64.6 < 85.0
22262053,FST264T,22262053,tfidf+rapidfuzz,61.61,FEIDER propulsion controller,Feider FST264T 4-Stroke Petrol Leaf-Blower,,,yes,no NumaSuite EAN; title score 61.6 < 85.0
22287005,MF-327107506/0,22287005,tfidf+rapidfuzz,68.6,FTDT5096-AC SIDE CHUTE,Mountfield Side-Discharge Chute - for MTF 66 MQ | 327107506/0,,7313323035066,yes,no NumaSuite EAN; title score 68.6 < 85.0
22287027,STIG-PIVOT-WHEELS-130H-SWEEPER,22287027,tfidf+rapidfuzz,78.39,FRONT WHEEL FST212,Stiga Titan Front Wheel Kit for RB130H Sweeper (13-7924-11),,,yes,no NumaSuite EAN; title score 78.4 < 85.0
22290061,19158015,22290061,tfidf+rapidfuzz,72.01,BLADE    FITS FTDT5096ES,Blade - Fits Feider FTDT5175ES Lawnmower | MowDirect,,,yes,no NumaSuite EAN; title score 72.0 < 85.0
22301015,294386063/M26,22301015,tfidf+rapidfuzz,62.53,REAR WHEEL    FITS FTDTD5096ES,Mountfield Princess 38 Li KIT 48v Cordless 4-Wheel Rear-Roller Lawnmower (Inc. Battery & Charger),,8008984844018,yes,no NumaSuite EAN; title score 62.5 < 85.0
23041457,STIG-290802030/16,23041457,tfidf+rapidfuzz,73.65,BLADE BOSS,Stiga Front Blade for SWS 800 G Self-Propelled Sweeper | 290802030/16,,8008984640542,yes,no NumaSuite EAN; title score 73.6 < 85.0
23041460,R210,23041460,tfidf+rapidfuzz,28.65,BELT,Rato Horizontal Engine,,,yes,no NumaSuite EAN; title score 28.6 < 85.0
23073002,FD-TD55,23073002,tfidf+rapidfuzz,67.6,BACK PANEL FEIDER,Feider TD55 Backpack Leaf Blower,,3661602025524,yes,no NumaSuite EAN; title score 67.6 < 85.0
2320,JR-FAA001,2320,tfidf+rapidfuzz,73.15,AIR FILTER -              FITS HONDA GXV160K ENGINE,AIR FILTER JR-FAA001,,,yes,no NumaSuite EAN; title score 73.1 < 85.0
2376,JR-CLB001,2376,tfidf+rapidfuzz,55.64,"ZAMA PRIMER BULB (ID 16MM, OD 18MM, H 19MM, LIP 22MM)",PLUG SPANNER 1MM BOX F/H 19MM 21MM,,3760011424574,yes,no NumaSuite EAN; title score 55.6 < 85.0
2389,JR-FAE0001,2389,tfidf+rapidfuzz,74.72,MAKITA FUEL FILTER,FUEL FILTER RIDER -                        WP73112,,3760011421528,yes,no NumaSuite EAN; title score 74.7 < 85.0
24016017,MANT-9222,24016017,tfidf+rapidfuzz,66.78,WHEEL -                                FMT560,Mantis Wheel-Kit | 9222,,,yes,no NumaSuite EAN; title score 66.8 < 85.0
2402710128/ST2,STIG-240271012/ST2,2402710128/ST2,tfidf+rapidfuzz,89.75,STIGA PR 730 C TOP-HANDLE PETROL ARBORISTS CHAINSAW,"Stiga PR 730 C Top-Handle Petrol Arborist’s Chainsaw with 1/4"" Chain (25cm Guide Bar)",,,yes,no NumaSuite EAN
240381402/ST1,STIG-240381402/ST1,240381402/ST1,tfidf+rapidfuzz,100.0,STIGA CS 540 PETROL CHAINSAW 35CM GUIDE BAR,Stiga CS 540 Petrol Chainsaw (35cm Guide Bar),,8008984853461,yes,no NumaSuite EAN
240421602/ST1,STIG-240421602/ST1,240421602/ST1,tfidf+rapidfuzz,93.3,STIGA CS-545 CHAINSAW,Stiga CS 545 Petrol Chainsaw (40cm Guide Bar),,8008984853508,yes,no NumaSuite EAN
2523,CT-HB14GR,2523,tfidf+rapidfuzz,51.54,"RYOBIi PCN4040, PCN4545 CARBURETTOR DIAPHRAGM & GASKET SET",Charles Taylor Traditional Wooden 6-Seater Rectangular Table Set with Grey Cushions & Parasol | HB14GR,,5060674544397,yes,no NumaSuite EAN; title score 51.5 < 85.0
252421008/ST2,STIG-252421008/ST2,252421008/ST2,tfidf+rapidfuzz,84.65,STIGA HT 525 PETROL HEDGE TRIMMER,Stiga HT 525 Petrol Hedgetrimmer (60cm Blades),,,yes,no NumaSuite EAN; title score 84.7 < 85.0
252422008/ST2,STIG-252422008/ST2,252422008/ST2,tfidf+rapidfuzz,97.13,STIGA SHT 670 PROFESSIONAL HEDGETRIMMER (60CM BLADES),Stiga SHT 670 Professional Petrol Hedgetrimmer (60cm Blades),,,yes,no NumaSuite EAN
255127092/ST,STIG-255127002/ST1,255127092/ST,tfidf+rapidfuzz,97.65,STIGA BL 530 PETROL BLOWER STIGA,Stiga BL 530 V Petrol Blower-Vac,,,yes,no NumaSuite EAN
255175102/ST1,STIG-255175102/ST1,255175102/ST1,tfidf+rapidfuzz,98.13,STIGA BL 980R BACKPACK BLOWER,Stiga BL 980 R Backpack Blower,,8008984853690,yes,no NumaSuite EAN
2571,MF-271014000/21,2571,tfidf+rapidfuzz,63.03,BATTERY 12V FITS - 827M,Mountfield B24 20v/4Ah Freedom 100 Battery,,8008984841161,yes,no NumaSuite EAN; title score 63.0 < 85.0
2691696,C-2691696,2691696,tfidf+rapidfuzz,84.79,SIMPLICITY SZT350 ZERO TURN TRACTOR,Simplicity Courier™ SZT350 Zero-Turn Ride-On Mower,,,yes,no NumaSuite EAN; title score 84.8 < 85.0
